"","cat.1_vial.1","cat.2_vial.1","cat.3_vial.1","cat.4_vial.1","cat.5_vial.1","cat.6_vial.1","cat.7_vial.1","cat.8_vial.1","cat.1_vial.2","cat.2_vial.2","cat.3_vial.2","cat.4_vial.2","cat.5_vial.2","cat.6_vial.2","cat.7_vial.2","cat.8_vial.2","cat.1_vial.3","cat.2_vial.3","cat.3_vial.3","cat.4_vial.3","cat.5_vial.3","cat.6_vial.3","cat.7_vial.3","cat.8_vial.3"
"met694",0.5617,0.5617,0.9391,0.9815,1.792,1.6714,0.7784,1.1442,0.9751,0.5617,1.0022,1.033,1.2688,1.0718,0.5617,1.0349,0.6084,0.9218,0.6199,0.9923,1,1.5203,0.6421,1.4517
"met695",1.0188,1.1804,0.7322,1.292,2.1769,2.0185,1.9103,1.0232,0.4267,1.3407,0.616,0.5532,1.8604,1.9504,1.7734,0.9812,0.2995,0.2853,0.2869,0.4792,0.5502,0.6854,0.8195,0.1699
"met696",1.4298,0.705,0.9789,0.8071,1.9381,1.0211,0.1206,1.2089,1.402,0.6921,0.8914,1.3091,1.7347,1.0381,0.1143,1.1746,1.3908,0.7148,0.8966,1.1541,1.2829,1.0284,0.115,1.1997
"met697",1.3525,1.8312,1.0929,0.8112,1.5079,0.7473,0.1824,0.9311,1.3219,2.4981,0.9551,0.9751,1.1437,0.6866,0.32,0.9617,1.2853,1.7981,1.0249,1.0638,1.2527,0.7426,0.3623,1.1172
"met698",0.9876,3.2283,1.4022,0.8594,0.5744,0.6129,0.8755,1.375,1.0808,3.4572,1.5189,1.0124,0.5688,0.737,0.888,1.0656,1.0771,4.1924,1.2907,0.8904,0.7003,0.8024,0.8764,1.494
"met699",0.9088,3.338,1.8128,1.0191,0.9906,0.8885,0.9335,1.2968,1.0385,3.4331,1.6936,1.0043,0.872,0.9214,0.9362,1.1843,0.9943,3.8085,1.6718,0.9593,0.8679,0.9957,0.9216,1.3103
"met700",0.8052,5.3624,1.021,1.3168,1.2515,0.3039,0.8197,0.9583,0.4927,7.0603,0.907,1.6665,0.7437,0.2743,1.2314,1.4522,0.3876,5.5326,1.1197,1.6009,1.0423,0.2621,1.675,0.7242
"met701",1,3.3957,1.7772,0.9725,0.499,0.5085,0.4501,1.4467,1.2128,3.5473,1.9532,1.0618,0.4436,0.5688,0.4185,1.1641,1.1261,3.4824,1.4531,0.9176,0.7672,0.6655,0.4365,1.4902
"met702",1.3131,4.4052,1.1591,0.4715,0.3133,0.3991,0.3133,0.6049,1.3497,4.1761,1.5106,0.4294,0.3133,0.3177,0.3133,0.5646,1.0259,4.5209,1,0.3193,0.3133,0.3133,0.3133,0.5618
"met703",0.8247,3.5642,1.366,0.7439,0.9605,0.86,0.3293,1.3299,0.6416,3.1985,1.3236,0.9611,0.891,1.1661,0.3293,1.0083,0.3293,3.3156,1.4625,0.8294,1.1472,0.9917,0.3293,1.318
"met704",0.7751,2.3548,1.0664,1.2976,1.7883,0.3606,1.0621,0.7022,0.6084,3.8542,1.0813,1.5864,1.2651,0.4928,1.5112,0.8436,0.5994,3.6558,0.9111,1.9331,1.7142,0.456,1.7532,0.9379
"met705",1.1748,5.0655,2.2219,0.8413,0.9279,0.5432,0.242,0.9785,1.0606,5.9762,2.0102,0.837,0.6938,0.6199,0.242,1.1061,1.1105,7.0275,1.9256,1,0.8301,0.6464,0.242,1.2759
"met706",1.1408,1.1751,0.8541,0.9244,0.7769,0.8484,0.9092,1.0177,0.9447,1.543,0.7602,0.9867,0.6247,0.8134,1.1181,1.254,1.0364,1.5199,0.8392,1.141,0.6247,0.833,1.2081,1
"met707",1.1467,1.1653,1.0149,0.6375,0.5257,0.7464,1.1765,0.37,1.0936,1.2278,0.9783,0.2932,0.4794,0.7005,1.1191,0.3114,1.6962,1.5044,1.1103,0.3731,0.9043,0.9851,1.2664,0.4141
"met708",0.6942,0.8657,0.6923,0.9475,1.1484,0.8332,0.696,0.9318,0.831,1.0525,0.6602,1.0896,1.1083,0.7045,0.6933,0.8829,1.0776,1.2325,0.9473,1.5415,1.7487,1.6302,1.7267,1.6193
"met709",0.8279,1.3091,1.0863,0.9557,1.2051,0.9363,1.127,0.9198,0.808,1.2637,1.0562,0.9917,1.2009,0.9637,1.1012,0.8721,0.8645,1.3453,1.0591,1.0138,1.1655,0.9848,1.1596,0.9226
"met710",1.3759,0.7122,0.887,0.6978,1.052,2.2698,1.3941,0.948,1.5066,0.9433,0.8442,1.246,0.9187,2.0118,1.482,1.2846,1.0698,0.7127,0.6641,0.9272,1.1445,1.8408,1.4281,0.8459
"met711",1.6282,0.7409,0.7409,1.1877,0.7966,0.8992,0.7409,1.432,2.1081,0.7409,0.9013,1.0151,0.7443,0.985,0.8669,1.4866,1.2104,0.7409,0.7409,0.907,1.3936,0.7409,0.9324,1.6602
"met712",1.5506,1.1804,0.9177,0.7418,1.16,0.9587,1.1184,1.303,1.5545,1.5364,0.9101,0.8586,0.8157,0.9776,1.338,1.6391,1.4992,1.4163,0.8541,1.0224,1.1742,0.9222,1.3433,1.5487
"met713",0.7759,1.0657,1.0024,1.0282,1.0281,0.8872,0.9903,1.0859,0.9771,1.0563,0.9976,1.2,0.9143,0.9242,1.0805,0.873,0.9096,1.2096,0.9473,1.0957,1.0351,0.9654,1.0991,1.0351
"met714",0.7798,0.7222,0.7916,0.7559,0.9584,1.5423,1.336,1.0503,0.9375,0.7156,1.0095,0.8411,0.8295,1.4665,1.3722,1.0823,1.1417,0.8173,0.8274,0.8861,1.022,1.5904,1.2373,0.9485
"met715",0.92,0.7233,0.9245,1.4937,0.9849,1.284,0.7551,1.9513,1.0434,0.707,0.9272,1.3128,0.9422,1.0825,0.8803,2.3238,1.0129,0.8579,1.0825,1.1546,0.7701,1.1472,0.9871,1.7928
"met716",0.8482,1.1756,1.3378,1.0656,0.789,0.5954,0.9927,1.1092,0.8326,1.2229,1.4356,1.1751,0.884,0.7627,0.8479,1.0073,1.0912,1.1903,1.448,1.0422,0.7465,0.7286,0.7097,1.046
"met717",0.8665,1.1719,1.0718,1.0954,0.9353,1.0057,1.1055,0.9943,0.8464,1.1577,1.072,1.1642,0.9545,1.0356,1.0739,0.9347,0.8726,1.1831,1.0215,1.1471,0.9259,1.0496,1.1186,0.9407
"met718",0.9971,0.6702,1.0011,0.8619,1.8714,2.0705,1.3315,0.7376,0.9895,0.6603,0.9834,0.8934,1.8836,2.215,1.2678,0.6952,1.0009,0.6672,0.9696,0.8628,1.8443,2.1089,1.3105,0.6684
"met719",1.0114,1.1859,1.1345,1.0601,0.9425,0.9435,1.266,1.0798,0.9493,1.224,1.1293,1.1013,0.9494,1.0052,1.2422,0.9902,0.9949,1.2513,1.1252,1.064,0.9335,0.9725,1.2368,0.9691
"met720",1.2096,0.7735,1.057,1.6246,0.8604,0.7218,1.0024,1.2637,1.111,0.8505,1.1143,1.8465,0.8946,0.7895,0.8832,1.1917,1.2875,0.9298,1.2537,2.0586,0.9976,0.9551,0.9965,1.2677
"met721",0.9531,1.0312,0.8353,0.9163,1.0956,1.0437,1.1138,1.1441,0.9497,1.0292,0.8641,1.0318,1.1402,1.0467,1.0387,1.1573,0.96,1.0741,0.8072,0.9363,0.9708,1.0336,1.1131,1.1145
"met722",1.3718,1.0106,0.529,0.8999,3.4116,0.2239,0.2239,2.521,1.1238,0.9809,0.5076,1.0659,2.764,0.2239,0.2239,2.1812,1.1242,0.8899,0.8507,0.9894,0.2239,0.2239,0.2239,2.0537
"met723",0.7884,0.7957,0.8361,1.2659,0.6558,0.9063,0.9918,0.8666,1.1005,0.8677,1.0082,1.4228,0.9586,1.0589,0.6558,1.1359,0.6558,0.8799,0.9095,1.1898,1.1338,0.8327,0.7999,1.1681
"met724",1.5325,0.5273,0.4849,0.7612,1.1423,0.9601,1.0845,1.5836,1.8257,0.595,0.4396,1.5937,1.0108,0.8599,0.9111,1.5249,1.2091,0.5135,0.3744,1.2011,0.9892,0.8066,1.0328,1.6718
"met725",1.9412,1.0399,0.5433,0.894,0.9675,0.6696,1.0209,1.9333,1.9117,1.0505,0.5349,1.0234,0.9183,0.6554,1.046,1.809,2.0615,1.145,0.539,0.9329,0.9791,0.6373,1.0345,2.0829
"met726",1.0176,1.0054,1.1196,0.9773,0.9381,1.0135,1.0479,0.9869,0.9703,0.9516,1.0983,0.9955,0.9464,1.1082,1.0035,0.957,0.9988,0.9997,1.083,1.0101,0.9414,1.0658,1.0003,0.9308
"met727",1.0727,0.7039,1.0134,0.7312,1.6309,1.2136,0.7554,0.9866,1.0779,0.8124,0.8794,1.4088,1.0706,1.2696,0.9053,1.137,1.0872,0.8953,0.7986,1.0587,1.2857,1.1713,0.7877,1.0458
"met728",0.8905,1.8762,1.0751,1.2931,0.8533,0.3904,1.8353,0.9304,1.9911,1.8552,0.8041,1.3013,0.9071,0.4648,2.3533,1.0087,2.1191,2.1401,1.0446,1.2622,1,0.5673,2.5319,0.682
"met729",0.8228,1.0068,1.0879,1.0142,0.9927,1.0229,1.0538,0.9023,0.8252,0.9704,1.0557,0.9963,1.0472,1.1236,0.9199,0.8579,0.8086,1.0459,1.0297,1.0073,1.008,1.0464,1.0037,0.8465
"met730",0.8039,0.7775,0.7938,1.0886,0.9738,1.0443,0.8602,1.1397,0.9307,0.6451,0.679,1.1079,1.0395,1.2193,1.1861,0.785,0.8635,0.6451,0.6451,0.8348,1.1211,1.2098,1.0764,1
"met731",0.8597,0.8323,0.9001,1.0889,1.0023,0.9898,2.0093,0.955,1.1421,0.8205,0.9821,1.3893,0.9638,1,1.7673,0.9668,0.756,1.0148,0.8043,1.3181,1.094,1.157,1.8473,0.8324
"met732",2.4483,0.9426,0.4359,0.679,1.2507,1.7136,0.9809,1.3856,2.3562,1.0191,0.402,0.8666,1.0724,1.6906,1.2135,1.5811,2.2094,0.8282,0.4552,0.7793,1.0482,1.4977,0.7993,1.3767
"met733",0.6144,1.3372,1.841,1.0222,0.8872,0.5792,1.072,1.2586,0.7062,1.2892,2.0025,1.1749,0.8051,0.6128,0.9778,1.1829,1.1541,1.1704,1.99,1.1031,0.8574,0.6805,0.742,1.2078
